order_id,date,product_id,country_id,marketplace,quantity,revenue,cost,margin_pct,returned
1789,2024-11-19,21,7,Amazon,1,89.99,48.0,46.66,0
1790,2024-06-09,3,1,Amazon,1,479.99,320.0,33.33,0
1791,2024-08-15,9,5,Amazon,2,599.98,380.0,36.66,1
1792,2024-03-26,19,4,Amazon,1,39.99,18.0,54.99,0
1793,2024-12-24,8,5,Kaufland,2,399.98,240.0,40.0,0
1794,2024-08-30,13,2,Amazon,1,49.99,25.0,49.99,0
1795,2024-02-23,13,4,Kaufland,1,49.99,25.0,49.99,0
1796,2024-04-27,21,8,Amazon,1,89.99,48.0,46.66,0
1797,2024-03-28,21,2,Allegro,1,89.99,48.0,46.66,0
1798,2024-10-03,11,8,Amazon,3,539.97,330.0,38.89,0
1799,2024-03-31,5,9,Allegro,1,399.99,260.0,35.0,0
1800,2024-06-02,9,4,Allegro,1,299.99,190.0,36.66,1
1801,2024-05-26,9,8,Allegro,1,299.99,190.0,36.66,1
1802,2024-08-24,15,2,Amazon,1,229.99,150.0,34.78,1
1803,2024-04-18,17,8,Amazon,3,179.97,90.0,49.99,0
1804,2024-02-19,16,7,Amazon,1,179.99,115.0,36.11,0
1805,2024-05-26,9,8,Allegro,1,299.99,190.0,36.66,1
1806,2024-05-26,9,8,Allegro,1,299.99,190.0,36.66,1
1807,2024-12-10,14,4,Allegro,1,129.99,75.0,42.3,0
1808,2024-10-01,1,5,Amazon,2,1399.98,980.0,30.0,0
1809,2024-04-11,10,7,Allegro,1,199.99,130.0,35.0,0
1810,2024-12-28,8,5,Amazon,1,199.99,120.0,40.0,0
1811,2024-12-10,14,4,Allegro,1,129.99,75.0,42.3,0
1812,2024-11-25,21,4,Kaufland,1,89.99,48.0,46.66,0
1813,2024-06-25,4,1,Amazon,1,629.99,440.0,30.16,0
1814,2024-12-09,7,6,Amazon,1,299.99,190.0,36.66,0
